20221017_163745.954160259,CITSOBE-2564,2080441200,1268922752,375798816,360,326,2,6,0,9220,4
20221017_163755.954206372,CITSOBE-2564,2080441200,1268926336,375802976,343,301,2,2,0,9220,4
20221017_163759.954935625,CITSOBE-2564,2080441200,1268925568,375803392,351,173,2,2,0,9220,4
20221017_163805.954184053,CITSOBE-2564,2080441200,1268924288,375802048,367,133,2,4,0,9220,4
